Date,Open,High,Low,Close,Volume
11-May-17,152.45,154.07,152.31,153.95,27255058
10-May-17,153.63,153.94,152.11,153.26,25805692
9-May-17,153.87,154.88,153.45,153.99,39130363
8-May-17,149.03,153.7,149.03,153.01,48752413
5-May-17,146.76,148.98,146.76,148.96,27327725
4-May-17,146.52,147.14,145.81,146.53,23371872
3-May-17,145.59,147.49,144.27,147.06,45697034
2-May-17,147.54,148.09,146.84,147.51,45352194
1-May-17,145.1,147.2,144.96,146.58,33602943
28-Apr-17,144.09,144.3,143.27,143.65,20860358
27-Apr-17,143.92,144.16,143.31,143.79,14246347
26-Apr-17,144.47,144.6,143.38,143.68,20041241
25-Apr-17,143.91,144.9,143.87,144.53,18871501
24-Apr-17,143.5,143.95,143.18,143.64,17134333
21-Apr-17,142.44,142.68,141.85,142.27,17320928
20-Apr-17,141.22,142.92,141.16,142.44,23319562
19-Apr-17,141.88,142,140.45,140.68,17328375
18-Apr-17,141.41,142.04,141.11,141.2,14697544
17-Apr-17,141.48,141.88,140.87,141.83,16582094
13-Apr-17,141.91,142.38,141.05,141.05,17822880
12-Apr-17,141.6,142.15,141.01,141.8,20350000
11-Apr-17,142.94,143.35,140.06,141.63,30379376
10-Apr-17,143.6,143.88,142.9,143.17,18933397
7-Apr-17,143.73,144.18,143.27,143.34,16672198
6-Apr-17,144.29,144.52,143.45,143.66,21149034
5-Apr-17,144.22,145.46,143.81,144.02,27717854
4-Apr-17,143.25,144.89,143.17,144.77,19891354
3-Apr-17,143.71,144.12,143.05,143.7,19985714
31-Mar-17,143.72,144.27,143.01,143.66,19661651
30-Mar-17,144.19,144.5,143.5,143.93,21207252
29-Mar-17,143.68,144.49,143.19,144.12,29189955
28-Mar-17,140.91,144.04,140.62,143.8,33374805
27-Mar-17,139.39,141.22,138.62,140.88,23575094
24-Mar-17,141.5,141.74,140.35,140.64,22395563
23-Mar-17,141.26,141.58,140.61,140.92,20346301
22-Mar-17,139.84,141.6,139.76,141.42,25860165
21-Mar-17,142.11,142.8,139.73,139.84,39529912
20-Mar-17,140.4,141.5,140.23,141.46,21542038
17-Mar-17,141,141,139.89,139.99,43884952
16-Mar-17,140.72,141.02,140.26,140.69,19231998
15-Mar-17,139.41,140.75,139.02,140.46,25691774
14-Mar-17,139.3,139.65,138.84,138.99,15309065
13-Mar-17,138.85,139.43,138.82,139.2,17421717
10-Mar-17,139.25,139.36,138.64,139.14,19612801
9-Mar-17,138.74,138.79,137.05,138.68,22155904
8-Mar-17,138.95,139.8,138.82,139,18707236
7-Mar-17,139.06,139.98,138.79,139.52,17446297
6-Mar-17,139.36,139.77,138.6,139.34,21750044
3-Mar-17,138.78,139.83,138.59,139.78,21571121
2-Mar-17,140,140.28,138.76,138.96,26210984
1-Mar-17,137.89,140.15,137.6,139.79,36414585
28-Feb-17,137.08,137.44,136.7,136.99,23482860
27-Feb-17,137.14,137.44,136.28,136.93,20257426
24-Feb-17,135.91,136.66,135.28,136.66,21776585
23-Feb-17,137.38,137.48,136.3,136.53,20788186
22-Feb-17,136.43,137.12,136.11,137.11,20836932
21-Feb-17,136.23,136.75,135.98,136.7,24507156
17-Feb-17,135.1,135.83,135.1,135.72,22198197
16-Feb-17,135.67,135.9,134.84,135.34,22584555
15-Feb-17,135.52,136.27,134.62,135.51,35623100
14-Feb-17,133.47,135.09,133.25,135.02,33226223
13-Feb-17,133.08,133.82,132.75,133.29,23035421
10-Feb-17,132.46,132.94,132.05,132.12,20065458
9-Feb-17,131.65,132.44,131.12,132.42,28349859
8-Feb-17,131.35,132.22,131.22,132.04,23004072
7-Feb-17,130.54,132.09,130.45,131.53,38183841
6-Feb-17,129.13,130.5,128.9,130.29,26845924
3-Feb-17,128.31,129.19,128.16,129.08,24507301
2-Feb-17,127.98,129.39,127.78,128.53,33710411
1-Feb-17,127.03,130.49,127.01,128.75,111985040
31-Jan-17,121.15,121.39,120.62,121.35,49200993
30-Jan-17,120.93,121.63,120.66,121.63,30377503
27-Jan-17,122.14,122.35,121.6,121.95,20562944
26-Jan-17,121.67,122.44,121.6,121.94,26337576
